college_code	curriculum_college_code	course_college_code	curriculum	course_dept	course_no	course_title	credit_hours	year_number	semester_number	level_number	required_group_number	min_validated_credits	is_required	source_course_key	source_program
COAS	COAS	COAS	CAS-HUMK	BIOL	101	General Biology I	4	1	1	1	0	0	true	BIOL101	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	CSEN	101	Computer Literacy I	3	1	1	1	0	0	true	CSEN101	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	ENGL	101	Freshman English I (Fundamental Grammar)	3	1	1	1	0	0	true	ENGL101	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	MATH	101	College Algebra	3	1	1	1	0	0	true	MATH101	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	111	History, Principles and Foundations of Physical Education	2	1	1	1	0	0	true	PHED111	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PSYC	101	Introduction to Psychology	3	1	1	1	0	0	true	PSYC101	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	CHEM	101	Principles of Chemistry I	4	1	2	2	0	0	true	CHEM101	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	112	Health Education and Environmental Studies	3	1	2	2	0	0	true	PHED112	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	122	Sports Psychology and Sociology	3	1	2	2	0	0	true	PHED122	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	132	Anatomy and Physiology	3	1	2	2	0	0	true	PHED132	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	142	Kinesiology and Biomechanics	3	1	2	2	0	0	true	PHED142	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	152	Educational Technology and Methods of Teaching in Physical Education	2	1	2	2	0	0	true	PHED152	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	ENVS	201	Introduction to Environmental Science	3	2	1	3	0	0	true	ENVS201	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	201	Sports Management	3	2	1	3	0	0	true	PHED201	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	251	Sports Medicine, Physiotherapy and Rehabilitation	4	2	1	3	0	0	true	PHED251	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	271	Track and Field/Athletics	3	2	1	3	0	0	true	PHED271	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	291	Team Sport	4	2	1	3	0	0	true	PHED291	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	202	Dance and Swimming	3	2	2	4	0	0	true	PHED202	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	222	Health and Nutrition	3	2	2	4	0	0	true	PHED222	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	232	Fitness Assessment and Exercise Prescription	3	2	2	4	0	0	true	PHED232	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	252	Analysis of Artistic and Rhythmic Gymnastics	3	2	2	4	0	0	true	PHED252	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-HUMK	PHED	282	Teaching Practice (12 hrs required)	6	2	2	4	0	0	true	PHED282	Associate Degree in Human Kinetics
COAS	COAS	COAS	CAS-ENGL	BIOL	101	General Biology I	4	1	1	1	0	0	true	BIOL101	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	COMP	101	Computer Literacy I	3	1	1	1	0	0	true	COMP101	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	101	Freshman English I (Fundamental Grammar)	3	1	1	1	0	0	true	ENGL101	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	MATH	101	College Algebra	3	1	1	1	0	0	true	MATH101	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	PHED	101	Human Kinetics I	1	1	1	1	0	0	true	PHED101	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	PSYC	101	Introduction to Psychology	3	1	1	1	0	0	true	PSYC101	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	CHEM	101	Principles of Chemistry I	4	1	2	2	0	0	true	CHEM101	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	COMP	102	Computer Literacy II	3	1	2	2	0	0	true	COMP102	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	102	Freshman English II (Basic Composition)	3	1	2	2	0	0	true	ENGL102	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	104	Introduction to Drama	3	1	2	2	0	0	true	ENGL104	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	MATH	102	Plane Trigonometry	3	1	2	2	0	0	true	MATH102	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	PHED	102	Human Kinetics II	1	1	2	2	0	0	true	PHED102	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	PHIL	102	Introduction to Philosophy	3	1	2	2	0	0	true	PHIL102	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ELAN	201	Elective Language (French / Glebo / Chinese / Spanish)	3	2	1	3	0	0	true	ELAN201	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	201	Grammar and Composition	3	2	1	3	0	0	true	ENGL201	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	205	English Phonology and Suprasegmentals	3	2	1	3	0	0	true	ENGL205	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	211	Introduction to Prose	3	2	1	3	0	0	true	ENGL211	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENVS	201	Introduction to Environmental Science	3	2	1	3	0	0	true	ENVS201	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	MATH	208	Applied Statistics	3	2	1	3	0	0	true	MATH208	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	202	Introduction to Literature	3	2	2	4	0	0	true	ENGL202	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	203	Technical/Business Communication and Public Speaking	3	2	2	4	0	0	true	ENGL203	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	204	Introduction to Creative Writing and the Short Story	3	2	2	4	0	0	true	ENGL204	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	206	Discourse Analysis	3	2	2	4	0	0	true	ENGL206	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	208	Introduction to Poetry	3	2	2	4	0	0	true	ENGL208	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	HIST	202	World History	3	2	2	4	0	0	true	HIST202	Bachelor of Arts in English
COAS	COAS	COBA	CAS-ENGL	EEDU	301	Entrepreneurship Education I	0	3	1	5	0	0	true	EEDU301	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	301	Introduction to English Morphology	3	3	1	5	0	0	true	ENGL301	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	303	Survey of African Literature	3	3	1	5	0	0	true	ENGL303	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	305	Caribbean Literature	3	3	1	5	0	0	true	ENGL305	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	307	Sociolinguistics	3	3	1	5	0	0	true	ENGL307	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	309	Oral African Literature	3	3	1	5	0	0	true	ENGL309	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	311	Literary Genre, Classification, Forms, Convention and Techniques	3	3	1	5	0	0	true	ENGL311	Bachelor of Arts in English
COAS	COAS	COBA	CAS-ENGL	EEDU	302	Entrepreneurship Education II	0	3	2	6	0	0	true	EEDU302	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	302	Psycholinguistics	3	3	2	6	0	0	true	ENGL302	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	304	Survey of English and American Literature	3	3	2	6	0	0	true	ENGL304	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	306	Approaches to Literary Theory and Criticism	3	3	2	6	0	0	true	ENGL306	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	308	African American Literature	3	3	2	6	0	0	true	ENGL308	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	310	Gender, Feminism and Contemporary Literature	3	3	2	6	0	0	true	ENGL310	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	312	Pragmatics	3	3	2	6	0	0	true	ENGL312	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	401	Survey of Liberian Literature	3	4	1	7	0	0	true	ENGL401	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	403	Shakespearean Literature	3	4	1	7	0	0	true	ENGL403	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	405	World Literature	3	4	1	7	0	0	true	ENGL405	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	407	Modern English Language Today	3	4	1	7	0	0	true	ENGL407	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	427	Research Methods in English	3	4	1	7	0	0	true	ENGL427	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	402	New Trend in Syntax	3	4	2	8	0	0	true	ENGL402	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	404	English Stylistics	3	4	2	8	0	0	true	ENGL404	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	406	18th Century Literature and Early English Novel	3	4	2	8	0	0	true	ENGL406	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	412	Advanced Composition and Academic Writing	3	4	2	8	0	0	true	ENGL412	Bachelor of Arts in English
COAS	COAS	COAS	CAS-ENGL	ENGL	490	Thesis / Project	4	4	2	8	0	0	true	ENGL490	Bachelor of Arts in English
COAS	COAS	COAS	CAS-FREN	BIOL	101	General Biology I	4	1	1	1	0	0	true	BIOL101	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	COMP	101	Computer Literacy I	3	1	1	1	0	0	true	COMP101	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	ENGL	101	Freshman English I (Fundamental Grammar)	3	1	1	1	0	0	true	ENGL101	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	MATH	101	College Algebra	3	1	1	1	0	0	true	MATH101	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	PHED	101	Human Kinetics I	1	1	1	1	0	0	true	PHED101	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	PSYC	101	Introduction to Psychology	3	1	1	1	0	0	true	PSYC101	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	CHEM	101	Principles of Chemistry I	4	1	2	2	0	0	true	CHEM101	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	COMP	102	Computer Literacy II	3	1	2	2	0	0	true	COMP102	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	ENGL	102	Freshman English II (Basic Composition)	3	1	2	2	0	0	true	ENGL102	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	ENGL	104	Introduction to Drama	3	1	2	2	0	0	true	ENGL104	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	MATH	102	Plane Trigonometry	3	1	2	2	0	0	true	MATH102	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	PHED	102	Human Kinetics II	1	1	2	2	0	0	true	PHED102	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	PHIL	101	Introduction to Philosophy	3	1	2	2	0	0	true	PHIL101	Bachelor of Arts in French
COAS	COAS	COBA	CAS-FREN	EEDU	301	Entrepreneurship Education I	0	2	1	3	0	0	true	EEDU301	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	ELAN	201	Elective Language (French / Glebo / Chinese / Spanish)	3	2	1	3	0	0	true	ELAN201	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	ENGL	201	Grammar and Composition	3	2	1	3	0	0	true	ENGL201	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	ENVS	201	Introduction to Environmental Science	3	2	1	3	0	0	true	ENVS201	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	203	French for Specialization I	3	2	1	3	0	0	true	FREN203	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	MATH	208	Applied Statistics	3	2	1	3	0	0	true	MATH208	Bachelor of Arts in French
COAS	COAS	COBA	CAS-FREN	EEDU	302	Entrepreneurship Education II	0	2	2	4	0	0	true	EEDU302	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	ENGL	202	Introduction to Literature	3	2	2	4	0	0	true	ENGL202	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	ENGL	204	Introduction to Creative Writing and the Short Story	3	2	2	4	0	0	true	ENGL204	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	202	Intermediate French	3	2	2	4	0	0	true	FREN202	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	204	French for Specialization II	3	2	2	4	0	0	true	FREN204	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	HIST	202	World History	3	2	2	4	0	0	true	HIST202	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	301	Literary theory and criticism in French Literature	3	3	1	5	0	0	true	FREN301	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	303	French Grammar and Vocabulary	3	3	1	5	0	0	true	FREN303	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	305	French Stylistics and Composition	3	3	1	5	0	0	true	FREN305	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	307	French Phonetics and Pronunciation	3	3	1	5	0	0	true	FREN307	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	309	French Culture and Society	3	3	1	5	0	0	true	FREN309	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	311	Intermediate French Writing	3	3	1	5	0	0	true	FREN311	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	302	Introduction to French Poetry	3	3	2	6	0	0	true	FREN302	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	304	Advanced French Grammar	3	3	2	6	0	0	true	FREN304	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	306	Business French and Professional Communication	3	3	2	6	0	0	true	FREN306	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	308	French Semantics and Pragmatics	3	3	2	6	0	0	true	FREN308	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	310	French Phonology and Syntax	3	3	2	6	0	0	true	FREN310	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	312	French-English Translation	3	3	2	6	0	0	true	FREN312	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	401	Introduction to Francophone African Drama and Prose	3	4	1	7	0	0	true	FREN401	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	403	French Political and Social Thought	3	4	1	7	0	0	true	FREN403	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	405	French Language Teaching Methodology	3	4	1	7	0	0	true	FREN405	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	407	French Phonetics for Non-Native Speakers	3	4	1	7	0	0	true	FREN407	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	409	French Research Methods	3	4	1	7	0	0	true	FREN409	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	411	French Language Proficiency	3	4	1	7	0	0	true	FREN411	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	402	French African-Caribbean Literature	3	4	2	8	0	0	true	FREN402	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	404	French Dialectology	3	4	2	8	0	0	true	FREN404	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	406	Francophone Literature	3	4	2	8	0	0	true	FREN406	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	408	French Cultural Studies	3	4	2	8	0	0	true	FREN408	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	410	Internship	2	4	2	8	0	0	true	FREN410	Bachelor of Arts in French
COAS	COAS	COAS	CAS-FREN	FREN	412	French Capstone Project	4	4	2	8	0	0	true	FREN412	Bachelor of Arts in French
COAS	COAS	COAS	CAS-SOCI	BIOL	101	General Biology I	4	1	1	1	0	0	true	BIOL101	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	COMP	101	Computer Literacy I	3	1	1	1	0	0	true	COMP101	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	ENGL	101	Freshman English I (Fundamental Grammar)	3	1	1	1	0	0	true	ENGL101	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	MATH	101	College Algebra	3	1	1	1	0	0	true	MATH101	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	PHED	101	Human Kinetics I	1	1	1	1	0	0	true	PHED101	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	PHIL	101	Introduction to Philosophy	3	1	1	1	0	0	true	PHIL101	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	COMP	102	Computer Literacy II	3	1	2	2	0	0	true	COMP102	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	ENGL	102	Freshman English II (Basic Composition)	3	1	2	2	0	0	true	ENGL102	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	FREN	102	Fundamentals of French	3	1	2	2	0	0	true	FREN102	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	MATH	102	Plane Trigonometry	3	1	2	2	0	0	true	MATH102	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOSC	102	Liberian Society, Issues and Problems	3	1	2	2	0	0	true	SOSC102	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	ENGL	203	Technical/Business Communication and Public Speaking	3	2	1	3	0	0	true	ENGL203	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	ENVS	201	Introduction to Environmental Science	3	2	1	3	0	0	true	ENVS201	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	MINO	201	Minor I	3	2	1	3	0	0	true	MINO201	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	201	Core Concepts in Sociology	3	2	1	3	0	0	true	SOCI201	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	203	Introduction to Social Work	3	2	1	3	0	0	true	SOCI203	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	MINO	202	Minor II	3	2	2	4	0	0	true	MINO202	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	202	Comparative Social Institutions	3	2	2	4	0	0	true	SOCI202	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	204	Societies and Cultures of Africa	3	2	2	4	0	0	true	SOCI204	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	205	Statistics and Experimental Design	3	2	2	4	0	0	true	SOCI205	Bachelor of Arts in Sociology
COAS	COAS	COBA	CAS-SOCI	EEDU	301	Entrepreneurship Education I	0	3	1	5	0	0	true	EEDU301	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	MINO	301	Minor III	3	3	1	5	0	0	true	MINO301	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	301	Poverty and Social Inequality	3	3	1	5	0	0	true	SOCI301	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	303	Marriage and Family	3	3	1	5	0	0	true	SOCI303	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	305	Rural Sociology	3	3	1	5	0	0	true	SOCI305	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	307	Social Problems (Deviance and Criminal Behavior)	3	3	1	5	0	0	true	SOCI307	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	309	Placeholder Social Psychology	3	3	1	5	0	0	true	SOCI309	Bachelor of Arts in Sociology
COAS	COAS	COBA	CAS-SOCI	EEDU	302	Entrepreneurship Education II	0	3	2	6	0	0	true	EEDU302	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	MINO	302	Minor IV	3	3	2	6	0	0	true	MINO302	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	302	Sociology of Gender and Development	3	3	2	6	0	0	true	SOCI302	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	304	Social Stratification	3	3	2	6	0	0	true	SOCI304	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	306	Urban and Industrial Sociology	3	3	2	6	0	0	true	SOCI306	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	308	Globalization and Social Change	3	3	2	6	0	0	true	SOCI308	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	MINO	401	Minor V	3	4	1	7	0	0	true	MINO401	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	401	Contemporary Social Theories	3	4	1	7	0	0	true	SOCI401	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	403	Introduction to Social Research	3	4	1	7	0	0	true	SOCI403	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	405	Community Development	3	4	1	7	0	0	true	SOCI405	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	407	Social Welfare and Social Policy	3	4	1	7	0	0	true	SOCI407	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	ENGL	412	Advanced Composition and Academic Writing	3	4	2	8	0	0	true	ENGL412	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	MINO	402	Minor VI	3	4	2	8	0	0	true	MINO402	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	402	Sociology of Law	3	4	2	8	0	0	true	SOCI402	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-SOCI	SOCI	406	Practical Research (Thesis Writing)	3	4	2	8	0	0	true	SOCI406	Bachelor of Arts in Sociology
COAS	COAS	COAS	CAS-BIOL	BIOL	101	General Biology I	4	1	1	1	0	0	true	BIOL101	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	CHEM	101	Principles of Chemistry I	4	1	1	1	0	0	true	CHEM101	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	COMP	101	Computer Literacy I	3	1	1	1	0	0	true	COMP101	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	ENGL	101	Freshman English I (Fundamental Grammar)	3	1	1	1	0	0	true	ENGL101	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	MATH	101	College Algebra	3	1	1	1	0	0	true	MATH101	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	PHED	101	Human Kinetics I	1	1	1	1	0	0	true	PHED101	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	102	General Biology II (with Lab)	4	1	2	2	0	0	true	BIOL102	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	104	Botany I (for Biologists)	4	1	2	2	0	0	true	BIOL104	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	CHEM	102	Principles of Chemistry II (with Lab)	4	1	2	2	0	0	true	CHEM102	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	COMP	102	Computer Literacy II	3	1	2	2	0	0	true	COMP102	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	ENGL	102	Freshman English II (Basic Composition)	3	1	2	2	0	0	true	ENGL102	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	PSYC	101	Introduction to Psychology	3	1	2	2	0	0	true	PSYC101	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	CHEM	201	Organic Chemistry I	4	2	1	3	0	0	true	CHEM201	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	ENGL	201	Grammar and Composition	3	2	1	3	0	0	true	ENGL201	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	ENVS	201	Introduction to Environmental Science	3	2	1	3	0	0	true	ENVS201	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	PHYS	101	Mechanics (with Lab)	4	2	1	3	0	0	true	PHYS101	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	ZOOL	201	General Zoology	4	2	1	3	0	0	true	ZOOL201	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	206	Botany II (for Biologists)	4	2	2	4	0	0	true	BIOL206	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	208	Entomology	4	2	2	4	0	0	true	BIOL208	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	ELAN	102	Elective Language (French / Glebo / Chinese / Spanish)	3	2	2	4	0	0	true	ELAN102	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	MATH	104	Precalculus	3	2	2	4	0	0	true	MATH104	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	ZOOL	204	Invertebrate Zoology	4	2	2	4	0	0	true	ZOOL204	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	203	Foundations in Anatomy and Physiology	4	3	1	5	0	0	true	BIOL203	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	301	Comparative Chordate Anatomy	4	3	1	5	0	0	true	BIOL301	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	305	General Microbiology	4	3	1	5	0	0	true	BIOL305	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	309	Histology and Micro-Technique	4	3	1	5	0	0	true	BIOL309	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	CHEM	301	Inorganic Chemistry I	4	3	1	5	0	0	true	CHEM301	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COBA	CAS-BIOL	EEDU	301	Entrepreneurship Education I	0	3	1	5	0	0	true	EEDU301	Bachelor of Science in Biology -- Minor in Chemistry
COAS	COAS	COAS	CAS-BIOL	BIOL	302	Animal Parasitology	4	3	2	6	0	0	true	BIOL302	Bachelor of Science in Biology -- Minor in Chemistry
