source_file	target_course	field	raw_text	required_course_key	reason
cet_curriculum_2024.org	MENG 509	prereq_all	meng402, meng410, meng414, meng503	MENG503	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 510	prereq_all	meng402, meng410, meng414, meng503	MENG402	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 510	prereq_all	meng402, meng410, meng414, meng503	MENG410	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 510	prereq_all	meng402, meng410, meng414, meng503	MENG414	required course not mapped to import rows; target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 510	prereq_all	meng402, meng410, meng414, meng503	MENG503	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 511	prereq_all	math302, geng212, geng202, geng302, geng306, meng305, meng401.	MATH302	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 511	prereq_all	math302, geng212, geng202, geng302, geng306, meng305, meng401.	GENG212	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 511	prereq_all	math302, geng212, geng202, geng302, geng306, meng305, meng401.	GENG202	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 511	prereq_all	math302, geng212, geng202, geng302, geng306, meng305, meng401.	GENG302	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 511	prereq_all	math302, geng212, geng202, geng302, geng306, meng305, meng401.	GENG306	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 511	prereq_all	math302, geng212, geng202, geng302, geng306, meng305, meng401.	MENG305	target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 511	prereq_all	math302, geng212, geng202, geng302, geng306, meng305, meng401.	MENG401	required course not mapped to import rows; target course not mapped to any curriculum
cet_curriculum_2024.org	MENG 512	prereq_all	meng502	MENG502	target course not mapped to any curriculum
cet_curriculum_2024.org	CSEN 400	prereq_all	Student /must have completed 160 credits/ including All GE and EEDU courses taken and passed/.	COMPLETED160	required course not mapped to import rows; target course not mapped to any curriculum
cet_curriculum_2024.org	CSEN 404	prerequisites	One Programming Language		no course reference parsed
chs_curriculum_2024.org	CHSC 301	prereq_all	pubh200, pubh202	PUBH200	required course not mapped to import rows
chs_curriculum_2024.org	NURS 200	coreq_all	chsc206, nurs202	NURS202	required course not mapped to import rows
chs_curriculum_2024.org	NURS 205	prereq_any	chem101 or biol101, engl101, engl102, psyc101 CHSC 10	CHSC10	required course not mapped to import rows
chs_curriculum_2024.org	NURC 206	coreq_all	nurs200, nurs204, chsc204, chsc206	NURS204	required course not mapped to import rows
chs_curriculum_2024.org	NURC 301	coreq_all	nurc303, nurc305, nurc307, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURC 302	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURC 302	coreq_all	nurc302, nurs304, nurc306, nurc308, nurs310	NURS304	required course not mapped to import rows
chs_curriculum_2024.org	NURC 303	coreq_all	nurc301, nurc305, nurc307, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURC 305	coreq_all	nurc301, nurc303, nurc307, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURC 306	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURC 307	coreq_all	nurc301, nurc303, nurc305, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURC 308	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURS 310	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURS 312	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURC 401	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309, nurc302, nurc306, nurs310, nurs312	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURS 402	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309, nurc302, nurc306, nurs310, nurs312	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURC 403	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309, nurc302, nurc306, nurs310, nurs312	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURS 405	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309, nurc302, nurc306, nurs310	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	NURS 407	prereq_all	nurc301, nurc303, nurc305, nurc307, chsc309, nurc302, nurc306, nurs310	CHSC309	required course not mapped to import rows
chs_curriculum_2024.org	MIDW 208	prerequisites	Transfer Pharmacology Course		no course reference parsed
chs_curriculum_2024.org	MIDW 208	coreq_all	midw201	MIDW201	required course not mapped to import rows
chs_curriculum_2024.org	PUBH 302	prereq_all	math106, pubh200, pubh202	PUBH200	required course not mapped to import rows
chs_curriculum_2024.org	PUBH 303	prereq_all	pubh200, pubh202	PUBH200	required course not mapped to import rows
chs_curriculum_2024.org	PUBH 304	prereq_all	chsc201, chsc202, chsc203, chsc204, chsc205, chsc206, chsc207, chsc301, chsc305, pubh301	PUBH301	required course not mapped to import rows
chs_curriculum_2024.org	PUBH 305-ORPH	prereq_all	pubh200, pubh202	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 305-ORPH	prereq_all	pubh200, pubh202	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 306	prereq_all	pubh200, pubh202, pubh204, envs201	PUBH200	required course not mapped to import rows
chs_curriculum_2024.org	PUBH 306	prereq_all	pubh200, pubh202, pubh204, envs201	PUBH204	required course not mapped to import rows
chs_curriculum_2024.org	PUBH 307	prereq_all	pubh200, pubh202, pubh303, pubh302	PUBH200	required course not mapped to import rows
chs_curriculum_2024.org	PUBH 308	prereq_all	chsc202, chsc203, chsc204, pubh200, pubh202	PUBH200	required course not mapped to import rows
chs_curriculum_2024.org	PUBH 320-ORPH	prereq_all	pubh200, pubh202, pubh303, pubh302	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 320-ORPH	prereq_all	pubh200, pubh202, pubh303, pubh302	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 320-ORPH	prereq_all	pubh200, pubh202, pubh303, pubh302	PUBH303	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 320-ORPH	prereq_all	pubh200, pubh202, pubh303, pubh302	PUBH302	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 312	prereq_all	pubh200, pubh202	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 312	prereq_all	pubh200, pubh202	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 314	prereq_all	pubh200, pubh202	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 314	prereq_all	pubh200, pubh202	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 316	prereq_all	pubh200, pubh202	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 316	prereq_all	pubh200, pubh202	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 318	prereq_all	chsc201, chsc301, pubh200, pubh202	CHSC201	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 318	prereq_all	chsc201, chsc301, pubh200, pubh202	CHSC301	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 318	prereq_all	chsc201, chsc301, pubh200, pubh202	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 318	prereq_all	chsc201, chsc301, pubh200, pubh202	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 320	prereq_all	chsc201, pubh200, pubh202	CHSC201	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 320	prereq_all	chsc201, pubh200, pubh202	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 320	prereq_all	chsc201, pubh200, pubh202	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 322	prereq_all	pubh200, pubh202	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 322	prereq_all	pubh200, pubh202	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 324-ORPH	prereq_all	pubh200, pubh202, chsc301	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 324-ORPH	prereq_all	pubh200, pubh202, chsc301	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 324-ORPH	prereq_all	pubh200, pubh202, chsc301	CHSC301	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 325	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, PUBH	PUBH403	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 325	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, PUBH	PUBH408	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 325	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, PUBH	PUBH421	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 325	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, PUBH	PUBH405	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 325	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, PUBH	PUBH423	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 401-ORPH	prereq_all	pubh200, pubh202, chsc301, pubh330	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 401-ORPH	prereq_all	pubh200, pubh202, chsc301, pubh330	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 401-ORPH	prereq_all	pubh200, pubh202, chsc301, pubh330	CHSC301	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 401-ORPH	prereq_all	pubh200, pubh202, chsc301, pubh330	PUBH330	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 402	prereq_all	pubh200, pubh202, chsc301	PUBH200	required course not mapped to import rows; target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 402	prereq_all	pubh200, pubh202, chsc301	PUBH202	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 402	prereq_all	pubh200, pubh202, chsc301	CHSC301	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 403-ORPH	prerequisites	Senior Standing		no course reference parsed
chs_curriculum_2024.org	PUBH 405	prereq_all	pubh403, pubh408, pubh421, PU pubh423, pubh430	PUBH403	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 405	prereq_all	pubh403, pubh408, pubh421, PU pubh423, pubh430	PUBH408	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 405	prereq_all	pubh403, pubh408, pubh421, PU pubh423, pubh430	PUBH421	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 405	prereq_all	pubh403, pubh408, pubh421, PU pubh423, pubh430	PUBH423	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 405	prereq_all	pubh403, pubh408, pubh421, PU pubh423, pubh430	PUBH430	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 408	prereq_all	chsc301, pubh408	CHSC301	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 411	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH403	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 411	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH408	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 411	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH421	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 411	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH405	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 411	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH423	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 411	prereq_all	pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH430	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 412	prereq_all	pubh305, pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH305	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 412	prereq_all	pubh305, pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH403	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 412	prereq_all	pubh305, pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH408	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 412	prereq_all	pubh305, pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH421	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 412	prereq_all	pubh305, pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH405	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 412	prereq_all	pubh305, pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH423	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 412	prereq_all	pubh305, pubh403, pubh408, pubh421, pubh405, pubh423, pubh430	PUBH430	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 413	prereq_all	pubh403, pubh408	PUBH403	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 413	prereq_all	pubh403, pubh408	PUBH408	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 414	prereq_all	pubh306, pubh413	PUBH306	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 414	prereq_all	pubh306, pubh413	PUBH413	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 415	prereq_all	pubh403, pubh408	PUBH403	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 415	prereq_all	pubh403, pubh408	PUBH408	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 416	prereq_all	pubh308, pubh421, pubh405, pubh423, pubh430	PUBH308	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 416	prereq_all	pubh308, pubh421, pubh405, pubh423, pubh430	PUBH421	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 416	prereq_all	pubh308, pubh421, pubh405, pubh423, pubh430	PUBH405	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 416	prereq_all	pubh308, pubh421, pubh405, pubh423, pubh430	PUBH423	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 416	prereq_all	pubh308, pubh421, pubh405, pubh423, pubh430	PUBH430	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 417	prereq_all	pubh308	PUBH308	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 423-ORPH	prereq_all	pubh421, pubh303, pubh302	PUBH421	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 423-ORPH	prereq_all	pubh421, pubh303, pubh302	PUBH303	target course not mapped to any curriculum
chs_curriculum_2024.org	PUBH 423-ORPH	prereq_all	pubh421, pubh303, pubh302	PUBH302	target course not mapped to any curriculum
